Index_number,Object_ID,area,convex_area,eccentricity,mean_intensity,max_intensity,intensity_variance,major_axis_length,minor_axis_length,solidity,convection_area,intense_area,Label,Area_stan,convex_area_stan,eccentricity_stan,mean_intensity_stan,max_intensity_stan,intensity_variance_stan,major_axis_length_stan,minor_axis_length_stan,solidity_stan,convection_area_stan,intense_area_stan,Major_Minor_Ratio
61,mrms20200604r770,2027,2733,0.871514517,35.78613715,62,91.4257723,79.53558402,39.00184085,0.741675814,2027,722,Cluster of Cells,-0.132711981,-0.189291367,0.354594075,0.831941735,1.473242237,0.424919581,0.016961866,0.059930922,0.345566808,-0.132711838,0.23901456,2.039277693
62,mrms20200604r771,334,430,0.779478793,34.96556886,52.5,69.36333545,27.69562786,17.34933383,0.776744186,334,91,Isolated Cell,-0.363706445,-0.362298051,-0.325156041,0.53215685,-0.857861709,-0.529307131,-0.603278409,-0.467073763,0.649084152,-0.36370622,-0.441541492,1.596351083
63,mrms20200604r773,154,202,0.687032871,34.5,55.5,115.3344156,17.67242598,12.84125017,0.762376238,154,51,Isolated Cell,-0.388265809,-0.379425938,-1.007935773,0.362066791,-0.121723621,1.458996924,-0.723201224,-0.57679691,0.524729319,-0.388265575,-0.484682922,1.376223167
64,mrms20200604r781,567,773,0.969733669,33.78835979,52.5,81.83175163,57.81416054,14.11620209,0.733505821,567,157,Cluster of Cells,-0.331915712,-0.336531098,1.080013268,0.102077485,-0.857861709,0.009966743,-0.242924574,-0.545765601,0.274855385,-0.331915498,-0.370358133,4.095588895
65,mrms20200604r785,313,414,0.700917381,31.07827476,56,72.36687626,26.00501292,18.54787972,0.756038647,313,48,Isolated Cell,-0.366571704,-0.363500008,-0.905388663,-0.888019918,0.00096606,-0.399400408,-0.623505808,-0.437902116,0.469877369,-0.366571478,-0.487918529,1.402047744
66,mrms20200604r789,758,939,0.764715174,40.97823219,63.5,120.4582992,40.23154531,25.92393858,0.807241747,758,420,Cluster of Cells,-0.305855498,-0.324060795,-0.434196001,2.728812042,1.841311281,1.680611005,-0.453292154,-0.258374749,0.913041047,-0.305855293,-0.086703233,1.551907137
67,mrms20200604r793,105,129,0.772447429,33.73809524,52.5,84.66235828,15.16373641,9.63016617,0.813953488,105,31,Isolated Cell,-0.394951413,-0.384909867,-0.377087729,0.083713928,-0.857861709,0.132393857,-0.753216495,-0.654952124,0.971131285,-0.394951177,-0.506253637,1.57460797
68,mrms20200604r794,432,929,0.942834783,37.30902778,54,79.50230276,58.6765145,19.55456551,0.465016146,432,193,Cluster of Cells,-0.350335235,-0.324812018,0.881345619,1.388311754,-0.489792665,-0.0907847,-0.232606922,-0.41340019,-2.048927235,-0.350335015,-0.331530847,3.000655497
69,mrms20200604r796,6968,10995,0.640877411,34.73277842,63,87.88539515,127.0391975,97.52078124,0.63374261,6968,1894,Cluster of Cells,0.541442562,0.431369172,-1.348827093,0.447109623,1.7186216,0.271794046,0.585319876,1.484235081,-0.588596874,0.541442468,1.503058449,1.302688472
71,mrms20200604r801,244,370,0.960475932,37.9057377,55,67.6386556,38.24337904,10.64554334,0.659459459,244,113,Cluster of Cells,-0.375986127,-0.36680539,1.011638214,1.606312645,-0.244413302,-0.603901592,-0.477079612,-0.630238657,-0.366017115,-0.375985897,-0.417813706,3.59243092
72,mrms20200604r805,258,362,0.795882802,32.52131783,51.5,65.64586338,27.32763359,16.54553523,0.712707182,258,60,Cluster of Cells,-0.374075954,-0.367406368,-0.204000619,-0.360821258,-1.103241072,-0.690092232,-0.607681284,-0.486637578,0.094842816,-0.374075725,-0.4749761,1.651662108
73,mrms20200604r811,561,726,0.876406708,34.03654189,58,105.4126576,41.68681494,20.07518947,0.772727273,561,173,Cluster of Cells,-0.332734358,-0.340061847,0.390726433,0.19274787,0.491724786,1.029869054,-0.435880549,-0.40072862,0.6143177,-0.332734144,-0.353101561,2.076534073
75,mrms20200604r824,30,34,0.633268966,35.65,50,79.21916667,7.114876196,5.506428873,0.882352941,30,10,Isolated Cell,-0.405184482,-0.392046487,-1.405020934,0.782205644,-1.471310116,-0.103030674,-0.849517257,-0.755320589,1.563129691,-0.405184242,-0.528902887,1.292103532
76,mrms20200604r826,114,168,0.94057224,28.80701754,50.5,56.59433672,24.02147034,8.157539317,0.678571429,114,14,Isolated Cell,-0.393723445,-0.381980097,0.864635106,-1.717796789,-1.348620435,-1.081581558,-0.647237946,-0.690794683,-0.200602703,-0.393723209,-0.524588744,2.944695625
77,mrms20200604r829,136,152,0.806085426,39.99264706,58,118.8639165,17.32599131,10.25350768,0.894736842,136,68,Isolated Cell,-0.390721745,-0.383182054,-0.128646888,2.368740211,0.491724786,1.61165205,-0.72734615,-0.639780491,1.67031256,-0.39072151,-0.466347814,1.689762357
78,mrms20200604r836,1275,1777,0.381662944,31.60823529,52.5,66.08946159,47.20575895,43.63235722,0.717501407,1275,245,Cluster of Cells,-0.235315547,-0.261108297,-3.263312653,-0.694405127,-0.857861709,-0.670906081,-0.369849024,0.172633984,0.136336909,-0.235315367,-0.275446988,1.081897975
79,mrms20200604r838,235,311,0.817215286,34.23191489,61,120.3153644,24.4805345,14.10892821,0.75562701,235,68,Isolated Cell,-0.377214095,-0.371237606,-0.046444861,0.264125079,1.227862874,1.674428903,-0.641745463,-0.545942642,0.466314638,-0.377213865,-0.466347814,1.735109438
80,mrms20200604r857,537,726,0.776095755,34.33612663,55,108.7785459,35.28234756,22.24958045,0.739669421,537,205,Isolated Cell,-0.33600894,-0.340061847,-0.350142218,0.3021976,-0.244413302,1.175447739,-0.512506937,-0.347805684,0.328201446,-0.336008724,-0.318588418,1.585753388
81,mrms20200604r858,153,186,0.957611131,40.04248366,54.5,87.71224743,26.83761919,7.73095442,0.822580645,153,93,Isolated Cell,-0.38840225,-0.380627895,0.990479594,2.386947422,-0.367102984,0.264305201,-0.613544072,-0.701177418,1.045799471,-0.388402016,-0.439384421,3.471449673
82,mrms20200604r859,112,143,0.682442505,34.02232143,52,85.92584104,15.53665975,11.35635485,0.783216783,112,35,Cluster of Cells,-0.393996327,-0.383858155,-1.041838928,0.187552594,-0.98055139,0.187040993,-0.748754646,-0.612938074,0.705104589,-0.393996091,-0.501939494,1.368102702
85,mrms20200604r878,350,533,0.882967461,35.93,56,90.12724286,37.82308664,17.75545017,0.656660413,350,131,Cluster of Cells,-0.36152339,-0.354560453,0.439182323,0.884500321,0.00096606,0.368756634,-0.48210821,-0.457189217,-0.39024291,-0.361523166,-0.398400063,2.130224031
86,mrms20200604r879,188,228,0.711259046,35.2287234,52,88.1976856,19.56022115,13.74946605,0.824561404,188,64,Isolated Cell,-0.383626818,-0.377472758,-0.82900802,0.628297239,-0.98055139,0.285300981,-0.700614658,-0.554691663,1.062942967,-0.383626586,-0.470661957,1.422616783
91,mrms20200604r917,159,182,0.828971822,37.76415094,58.5,115.0434318,19.20387246,10.74054095,0.873626374,159,75,Isolated Cell,-0.387583604,-0.380928385,0.040385628,1.554585601,0.614414467,1.446411529,-0.7048782,-0.627926491,1.487601103,-0.387583371,-0.458798064,1.787980005
92,mrms20200604r919,102,116,0.806779749,39.67647059,57.5,78.76787774,15.16845708,8.962317698,0.879310345,102,53,Isolated Cell,-0.395360736,-0.385886457,-0.123518813,2.25322889,0.369035105,-0.122549458,-0.753160014,-0.671207021,1.536795969,-0.3953605,-0.48252585,1.692470362
94,mrms20200604r924,263,322,0.856508317,35.11406844,56.5,96.70181729,26.74404237,13.80348874,0.816770186,263,83,Isolated Cell,-0.373393749,-0.370411261,0.243762484,0.586409409,0.123655742,0.653114821,-0.614663674,-0.553376794,0.995509853,-0.373393521,-0.450169778,1.937484275
96,mrms20200604r934,602,940,0.887263577,37.31976744,55,86.27524048,49.81868202,22.97950338,0.640425532,602,242,Cluster of Cells,-0.32714028,-0.323985672,0.47091223,1.392235363,-0.244413302,0.202152936,-0.33858665,-0.330039944,-0.530756075,-0.327140068,-0.278682595,2.167961648
98,mrms20200604r970,454,593,0.814170475,33.71365639,58,84.87615712,33.66893769,19.54905732,0.765598651,454,110,Cluster of Cells,-0.347333535,-0.350053114,-0.068932983,0.074785484,0.491724786,0.141640912,-0.531810615,-0.413534255,0.55261936,-0.347333316,-0.421049313,1.722279348
99,mrms20200604r978,1023,1818,0.685250012,30.06451613,54.5,62.54862359,49.33697682,35.93251079,0.562706271,1023,128,Isolated Cell,-0.269698657,-0.258028283,-1.021103468,-1.258384604,-0.367102984,-0.824051548,-0.344350022,-0.014774114,-1.203417579,-0.269698465,-0.40163567,1.373045627
100,mrms20200604r981,242,320,0.402472567,32.26033058,55,73.37850898,20.41692661,18.69030892,0.75625,242,44,Isolated Cell,-0.376259009,-0.370561506,-3.109618598,-0.456169853,-0.244413302,-0.355646086,-0.690364587,-0.434435503,0.47170663,-0.376258779,-0.492232672,1.092380372
102,mrms20200604r991,3814,6417,0.901641293,31.89053487,62,79.97340019,133.7373302,57.83934345,0.594358735,3814,666,Cluster of Cells,0.111107927,0.087459229,0.577102019,-0.591270326,1.473242237,-0.070409174,0.665459829,0.518420654,-0.929464975,0.111107985,0.178616559,2.312220752
103,mrms20200604r995,354,448,0.715289813,35.5720339,58,112.1212235,26.40427576,18.45204552,0.790178571,354,134,Isolated Cell,-0.360977626,-0.36094585,-0.7992379,0.753721654,0.491724786,1.320022535,-0.618728819,-0.440234644,0.765358982,-0.360977402,-0.395164455,1.430967408
104,mrms20200604r998,3112,4571,0.903079891,35.20292416,62.5,82.77943554,107.9912859,46.37929784,0.680813826,3112,951,Cluster of Cells,0.015326408,-0.051216558,0.587727104,0.618871793,1.595931918,0.050955202,0.357420726,0.239492319,-0.181194713,0.015326499,0.485999245,2.328437275
105,mrms20200604r1007,168,206,0.490671052,35.85119048,58,98.07309382,16.34352788,14.24084952,0.815533981,168,63,Isolated Cell,-0.386355636,-0.379125449,-2.458209256,0.855708197,0.491724786,0.712424167,-0.739100855,-0.542731783,0.984810471,-0.386355403,-0.471740493,1.147651189
106,mrms20200604r1010,3023,5040,0.979692138,35.93185577,62,93.28430774,163.4152647,32.76600911,0.599801587,3023,1055,Cluster of Cells,0.003183166,-0.015984194,1.153563739,0.885178305,1.473242237,0.505303456,1.020542117,-0.09184423,-0.882356994,0.003183262,0.598166962,4.987341122
107,mrms20200604r1018,1075,1707,0.98817286,36.49581395,56.5,86.72812201,107.8772634,16.54233674,0.629759813,1075,404,Cluster of Cells,-0.262603729,-0.266366859,1.216199978,1.091213734,0.123655742,0.221740603,0.356056501,-0.486715427,-0.623068055,-0.26260354,-0.103959805,6.521283243
109,mrms20200604r1024,603,889,0.955158551,37.33084577,59,96.80637855,56.27321385,16.66220713,0.678290214,603,257,Cluster of Cells,-0.327003839,-0.32781691,0.972365522,1.396282699,0.737104149,0.65763722,-0.261361264,-0.483797877,-0.203036622,-0.327003627,-0.262504559,3.377296502
